id,name,tel,district,address,longitude,latitude
923,联华超市(阳光威尼斯三期西南),021-61495121,普陀区,金鼎路1828号,121.36644,31.258975
924,联华超市(中山北路),021-61435131,闸北区,中山北路808乙,121.45815800000001,31.259565000000002
925,联华超市(闵行店),021-34050262,闵行区,兰坪路230,121.418044,31.005067999999998
926,联华超市(羽山路),021-58600210,浦东新区,羽山路676-678,121.54307800000001,31.232596
927,联华超市(张桥店),021-38420178,浦东新区,博兴路998,121.59395,31.266009999999998
928,联华超市(春申大厦东北),021-64120454,闵行区,都市路4690号,121.39209199999999,31.102484000000004
929,联华超市(龙缘公寓南),021-64570590,徐汇区,龙华路3160,121.447869,31.17131
930,联华超市(真金店),021-66406098,宝山区,真金路1041号B座,121.40586100000002,31.28353
931,联华超市(福海店),021-59167864,嘉定区,福海路286-302号,121.249691,31.367990999999996
932,联华超市(康定路店),021-52560524,静安区,康定路1445,121.43060200000001,31.228996000000002
933,联华超市(枫林店),021-34160211,徐汇区,医学院路73,121.45537,31.199415000000002
934,联华超市(巨野店),021-38820482,浦东新区,巨野路237之1-2,121.54588999999999,31.240679999999998
935,联华超市(双桥路),021-68979268,浦东新区,双桥路909,121.608084,31.284653000000002
936,联华超市(华高店),021-38980340,浦东新区,巨峰路华高一村90号,121.614269,31.28122
937,联华超市(梅川店),021-62645381,普陀区,梅川路788号,121.39561,31.239459999999998
938,联华超市(古北路),021-62281106,长宁区,古北路239,121.400433,31.212691999999997
939,联华超市(新闸路店),021-33060079,黄浦区,新闸路233,121.46783500000001,31.238914
940,联华超市(东城家园东),021-50452332,浦东新区,杜鹃路52,121.547102,31.201743
941,联华超市(五里桥店),021-53520922,卢湾区,局门路363-365,121.48038500000001,31.207566999999997
942,联华超市(龙茗店),021-54789386,闵行区,龙茗路1420,121.384428,31.146071999999997
943,联华超市(兴国店),021-54560076,徐汇区,兴国路277,121.4378,31.204646999999998
944,联华超市(安顺路),021-32230157,长宁区,安顺路154,121.41821000000002,31.201628999999997
945,联华超市(富民店),021-62792666,静安区,富民路45-47,121.450078,31.221425
946,联华超市(秀龙路店),021-37442041,奉贤区,江海路387,121.45776699999999,30.908631
947,联华超市(景谷店),021-34050317,闵行区,景谷路162-164,121.403726,31.013877
948,联华超市(同济大学店),,杨浦区,赤峰路72号,121.49983,31.280878
949,联华超市(仙霞路),021-62913177,长宁区,仙霞路1205,121.37464399999999,31.208090000000002
950,联华超市(丰庄路店),15026651034,嘉定区,丰庄北路399号,121.36535,31.249654999999997
951,联华超市(新州店),021-52520045,静安区,余姚路169,121.440425,31.235986999999998
952,联华超市(博兴店),021-38710104,浦东新区,博兴路490,121.583734,31.265034000000004
953,联华超市(栖霞店),021-50540749,浦东新区,栖霞路268,121.52208,31.23811
954,联华超市(安顺店),021-62940995,长宁区,安顺路290,121.41275,31.200059999999997
955,联华超市(通联苑西北),021-50344026,浦东新区,博山东路184-186,121.560709,31.247538
956,联华超市(南桥菜场路),021-67190712,奉贤区,解放西路289,121.451872,30.912964000000002
957,联华超市(铜川店),021-52620068,普陀区,铜川路2005,121.382126,31.253368
958,联华超市(海申店),021-57707813,闵行区,张虹路129-3,121.41238799999999,31.189083
959,联华超市(名都路),021-64605875,闵行区,名都路36弄14,121.390799,31.106583
960,联华超市(龙居花苑北区东),021-50341760,浦东新区,栖山路1389,121.56220400000001,31.255821
961,联华超市(黄陵小区东南),021-66250848,普陀区,甘泉路662,121.42559299999999,31.261498
962,联华超市(平凉店),021-35093333,杨浦区,平凉路900,121.529945,31.259527000000002
963,联华超市(三林远迎店),021-50633496,浦东新区,三林路1647,121.526335,31.147622
964,联华超市(仓汇路),021-67814418,松江区,仓汇路388-390,121.20218,31.017488
965,联华超市(七宝店),021-34100054,闵行区,漕宝路2588号,121.35035500000001,31.156218
966,联华超市(塔城店),021-39910191,嘉定区,塔城路802号,121.238672,31.372794
967,联华超市(安亭店),021-34010135,徐汇区,建国西路615-2,121.44800500000001,31.201323
968,联华超市(友谊路),021-56602906,宝山区,友谊路164,121.48133899999999,31.404153000000004
969,联华超市(卫清店),021-57263929,金山区,板桥西路1488,121.31976,30.727791999999997
970,联华超市(妙境店),021-38920020,浦东新区,妙境路750号,121.69174699999999,31.187117999999998
971,联华超市(东辉店),021-38820451,浦东新区,博山东路24号,121.55946999999999,31.2469
972,联华超市(华富街),021-59796161,青浦区,华富街423,121.22675,31.24339
973,联华超市(乐都西路),021-57705842,松江区,乐都路669-671,121.238423,31.013917
974,联华超市(新凤北路),021-59796422,青浦区,新凤北路204,121.22486799999999,31.241201
975,联华超市(松江中山中路),,松江区,中山中路79弄平高世贸中心商务楼,121.23563,31.006266999999998
976,联华超市(海亨店),021-36060063,宝山区,共和新路5467、5477,121.44253799999998,31.330194
977,联华超市(申畅国际商务楼南),021-52301698,长宁区,新华路689,121.419817,31.205089
978,联华超市(御桥路),021-50839465,浦东新区,御桥路73,121.53253799999999,31.149376
979,联华超市(万邦店),021-50911121,浦东新区,白杨路540-544号,121.55602900000001,31.201826
980,联华超市(黄渡店),021-59590927,青浦区,绿苑路5号,121.2152,31.266378000000003
981,联华超市(大华店),021-66670754,宝山区,华灵路833,121.422921,31.279035999999998
982,联华超市(奉城店),021-37551354,奉贤区,奉城镇,121.657021,30.908819
983,联华超市(象州店),021-37990449,金山区,象州路109,121.34629299999999,30.710369
984,联华超市(柳城店),021-57952838,金山区,柳城路92号,121.34810900000001,30.713209000000003
985,联华超市(纪旺店),021-52634112,闵行区,纪高路535-539号,121.270524,31.237834000000003
986,联华超市(淞南店),021-36140142,宝山区,长逸路730,121.48274599999999,31.336443
987,联华超市(临江店),021-56104878,宝山区,东林路240号,121.49345600000001,31.405381
988,联华超市(凤阳店),021-33100051,黄浦区,凤阳路369-1,121.469471,31.233438
989,联华超市(新长阳店),021-35093200,杨浦区,长阳路1191、1195,121.52630500000001,31.266226
990,联华超市(程桥店),021-32070073,长宁区,程家桥路26-32、36,121.372037,31.189965
991,联华超市(上中西路店),021-54813019,闵行区,上中西路1280,121.40766200000002,31.130143
992,联华超市(丁香路),021-58332077,浦东新区,丁香路1209,121.559513,31.228738
993,联华超市(昌化店),021-32270035,静安区,昌化路575-577号,121.44845,31.24045
994,联华超市(阳光花城同景苑东南),021-58585010,浦东新区,云雅路379-381,121.67653100000001,31.243065
995,联华超市(虹昌路),,浦东新区,虹盛路111,121.681781,31.238088
996,联华超市(高兴店),021-54376758,闵行区,高兴路128号,121.403751,31.113529999999997
997,联华超市(江浦路店),021-65892082,杨浦区,江浦路138-150号,121.53107299999999,31.254339
998,联华(陕北店),021-52610142,静安区,海防路381号,121.44638400000001,31.238202
999,联华超市(百中店),021-34717678,闵行区,中谊路860弄21-22号,121.35348799999998,31.139616999999998
1000,联华超市(周浦店),,浦东新区,康沈路1604号,121.57560500000001,31.117267
1001,联华超市(羽山店),021-68620145,浦东新区,羽山路298,121.54162,31.23155
1002,联华超市(钦州北路),021-64942421,徐汇区,桂林路642-3,121.414171,31.180578000000004
1003,联华超市(文化店),021-55385878,杨浦区,武东路311,121.49108799999999,31.304202000000004
1004,联华超市(保定路),021-65466834,虹口区,保定路48,121.51328899999999,31.25517
1005,联华超市(龙水北路),021-64567077,徐汇区,龙水北路1014,121.448318,31.172914000000002
1006,联华超市(百花店),18717929680,闵行区,莲花路425弄9号,121.399573,31.143462
1007,联华超市(莲花公寓东),021-36333036,普陀区,真北路3725弄12,121.40188,31.285079999999997
1008,联华超市(叶榭店),021-57808890,松江区,叶榭镇叶新公路55号,121.319919,30.947215999999997
1009,联华超市(上海伊人妇科医院北),,金山区,蒙山路1389,121.34228300000001,30.732623999999998
1010,联华超市(隆安店),021-37990766,金山区,隆安路158,121.34925,30.718840000000004
1011,联华超市(裕林店),021-39636538,崇明县,裕盛路三弄5号A区,121.839424,31.520028000000003
1012,联华超市(福州店),021-53530189,黄浦区,浙江中路148,121.47969599999999,31.232492999999998
1013,联华超市(永年店),021-33080480,黄浦区,永年路162号,121.478249,31.21207
1014,联华兴塔店,021-57360233,金山区,兴塔镇新金山公路320号,121.34196999999999,30.741991
1015,联华超市(建德店),021-52959265,普陀区,长征镇建德农贸市场C3,121.35791499999999,31.23739
1016,联华超市(爱博店),021-68744078,浦东新区,东书房路111号2层,121.53368200000001,31.169003000000004
1017,联华超市(鑫宝店),021-56801926,宝山区,杨行镇蕰川路1625弄39号,121.43276100000001,31.369304
1018,联华超市(干巷店),021-57201076,金山区,干巷新溪街南145号,121.236595,30.827981
1019,联华超市(浦驰路),,闵行区,浦驰路620、626,121.500348,31.081936
1020,联华超市(江园路店),021-34303356,闵行区,园路658号,121.49462199999999,31.074064
1021,联华超市(吴漕店),021-61630327,浦东新区,曹路镇顾唐路174-182号1层,121.65706200000001,31.262762
1022,联华超市(桃李家园西块西南),021-68526776,浦东新区,长浜路123,121.504547,31.159543
1023,联华超市(洞泾店),021-57675243,松江区,沪松公路3670号,121.264131,31.081932000000002
1024,联华超市(洞宁店),,松江区,洞宁路639-641,121.27986299999999,31.075801000000002
1025,联华超市(赢城店),021-61676535,闵行区,莘松路958弄大浪湾道35,121.34986599999999,31.105371999999996
1026,联华超市(绿州店),,松江区,莘松路1288弄517号102室,121.34658600000002,31.099373999999997
1027,联华超市(庚诚店),,松江区,莘松路1288弄502号101室,121.346645,31.099390999999997
1028,联华超市(中泽路),021-59757398,青浦区,赵巷镇崧泽村306号,121.16733400000001,31.142103999999996
1029,联华超市(吴兴店),021-54560050,徐汇区,吴兴路272-1,121.44551000000001,31.199211
1030,联华超市(图们店),021-55623333,杨浦区,图们路10-2,121.548506,31.290164
1031,联华超市(双柏路),,闵行区,春都路25幢83号1层,121.42809199999999,31.086309999999997
1032,联华超市(富锦店),021-56931854,宝山区,富锦路1815弄54号,121.43436100000001,31.404145
1033,联华超市(沂南路),021-50905551,浦东新区,南码头路218,121.50797,31.198549
1034,联华超市(商榻店),021-39242603,青浦区,商榻镇商蔡路15号,120.92491399999999,31.115662
1035,联华超市(七莘路),,闵行区,华漕镇北翟路1697号-1,121.33158700000001,31.222728999999998
1036,联华超市(惠南店),021-38000214,浦东新区,通济路150,121.74593999999999,31.04737
1037,Lian Hua生活馆,021-58025986,浦东新区,惠南镇人民西路128号,121.751819,31.049559000000002
1038,联华超市(博华店),021-50610254,浦东新区,莲园路97-119号,121.54605,31.185129999999997
1039,联华超市(都市店),,闵行区,颛兴东路1570,121.408321,31.071023999999998
1040,联华超市(泉口店),021-62384278,长宁区,泉口路208-210、200,121.37624,31.210271999999996
1041,联华超市(航梅店),021-31570689,浦东新区,航梅路699-39,121.578643,31.028585999999997
1042,联华超市(德成店),021-54354209,徐汇区,龙吴路398弄4号3幢,121.449735,31.163064000000002
1043,联华超市(吕巷店),021-37370129,金山区,金张支路4736号,121.179851,30.827371999999997
1044,联华超市(名城店),021-52398702,长宁区,福泉路426-430,121.358851,31.213739
1045,联华超市(瓦屑店),021-58152769,浦东新区,建设路34,121.654225,31.108490000000003
1046,联华超市(龚丰店),021-38923368,浦东新区,川沙龚丰路296号,121.687573,31.257367
1047,联华超市(丽水华庭南),021-67645133,松江区,新桥镇新南路1088弄2,121.33843999999999,31.088653000000004
1048,联华超市(丰登店),021-59900527,嘉定区,丰登路1210,121.282583,31.356082
1049,联华超市(黄楼店),021-38924003,浦东新区,川周公路6341号,121.669068,31.162963
1050,联华超市(灵石店),,静安区,高平路170号~172号,121.42970600000001,31.281108000000003
1051,联华超市(华盛新苑西北),,奉贤区,新奉公路4567-9,121.64691699999999,30.947722
1052,联华超市(蓝天店),021-57742168,松江区,松东路98,121.25582299999999,31.013425
1053,联华超市（康桥新苑店）,021-68192056,浦东新区,沪南路2662-2684号,121.56691599999999,31.138316999999997
1054,联华超市(火车南站店),021-54084196,徐汇区,石龙路649-651号,121.43433999999999,31.152188
1055,联华超市(武西店),021-32200327,长宁区,万航渡路546,121.434475,31.225595000000002
1056,联华超市(杨光店),021-50540657,浦东新区,商城路518号,121.516754,31.230221000000004
1057,联华超市(昌邑路店),,浦东新区,东方路45-47号,121.51996299999999,31.242061
1058,联华超市(绿苑五村北),021-69582438,嘉定区,杭桂路1127-1135号1层,121.206259,31.278003000000002
1059,联华超市(杨高北路店),021-50410800,浦东新区,学前街217-225,121.58463400000001,31.347294
1060,联华超市(上海碧悦城市酒店南),021-50758116,浦东新区,金桥路1480-13,121.58811000000001,31.250687
1061,联华超市(和龙新苑东),021-58674982,浦东新区,和龙路621-627,121.57515500000001,31.339152000000002
1062,联华超市(潼港四村东兴苑北),021-58671768,浦东新区,花山路612,121.575175,31.347548
1063,联华超市(一二八纪念路),021-66976811,宝山区,一二八纪念路700,121.45218100000001,31.326247
1064,联华超市(新闸店),021-52610075,静安区,新闸路1057,121.45593000000001,31.23302
1065,联华超市(竹园店),021-68670554,浦东新区,潍坊路357-2,121.53331299999999,31.228185999999997
1066,联华超市(东宝店),021-66600457,虹口区,东宝兴路405-411,121.474078,31.264207
1067,联华超市(彭镇店),021-58241458,浦东新区,泥城镇马五公路379号,121.798833,30.906038
1068,联华超市(平城店),021-39531769,嘉定区,平城路305,121.25751299999999,31.399440000000002
1069,联华超市(虎山店),021-35010957,杨浦区,打虎山路74-2,121.508375,31.272743
1070,联华超市(梅园店),021-39910161,嘉定区,外冈镇梅园路302号,121.24420400000001,31.386273
1071,联华超市(紫薇店),021-38950030,浦东新区,紫薇路31,121.61348100000001,31.200232
1072,联华超市(张江店),021-38950083,浦东新区,川北公路3076,121.61343600000001,31.206258000000002
1073,联华超市(西凌店),021-53590024,黄浦区,西凌家宅路70,121.4869,31.20427
1074,联华超市(灵泉店),021-38870029,浦东新区,南泉路380,121.522292,31.219678000000002
1075,联华超市(岭南店),021-36120046,宝山区,共康东路376-388号,121.45774899999999,31.32279
1076,联华超市(府永店),021-54711626,闵行区,安宁路385号A22号,121.41581699999999,31.015957
1077,联华超市(香花店),021-52540051,长宁区,新华路372,121.42543,31.20365
1078,联华超市(台儿庄路),021-50550135,浦东新区,台儿庄路558,121.595876,31.256363
1079,联华超市,,虹口区,凉城街道奎照路783号,121.47069499999999,31.300428000000004
1080,联华超市,,宝山区,顾村镇顾北东路427号,121.40995500000001,31.358157000000002
1081,联华超市,,奉贤区,南桥镇解放中路361号,121.459422,30.915153999999998
1082,联华超市,,松江区,荣乐西路1635弄玉乐小区北门,121.198741,31.016163
1083,联华超市,,松江区,叶榭镇张泽镇南路39号,121.276491,30.927021000000003
1084,联华超市,,静安区,康定路1455号,121.430544,31.228853000000004
1085,联华超市,,浦东新区,川沙新镇药师新村路,121.682045,31.201519
1086,联华超市,,浦东新区,合庆镇庆利路427号,121.725753,31.231645
1087,联华超市,,杨浦区,平凉路1136号静安面包房,121.53380800000001,31.2614
1088,联华超市,,宝山区,何家湾路108号,121.492405,31.329824
1089,联华超市,,静安区,大沽路358号,121.467087,31.225728999999998
1090,联华超市,,静安区,安远路728弄23号106室,121.43333200000001,31.236084
1091,联华超市,15252343699,浦东新区,川周公路8216号,121.61004399999999,31.139469000000002
1092,联华超市,021-50719989,浦东新区,唐镇云雅路555弄1号,121.67858999999999,31.243502000000003
1093,联华超市,,嘉定区,封浜镇吴杨路155号,121.295511,31.268597999999997
1094,联华超市,,杨浦区,江浦路38号,121.529172,31.256309
1095,联华超市,,宝山区,场镇路202号,121.48961200000001,31.405457000000002
1096,联华超市,,静安区,灵石路733弄,121.43966,31.285455
1097,联华超市,,杨浦区,黄兴路18号附近,121.532928,31.270383000000002
1098,联华超市,,闵行区,华漕镇纪翟路1068号,121.285784,31.212086
1099,联华超市,,宝山区,顾北东路430号,121.409958,31.357827
1100,联华超市,13818557173,静安区,平陆路298-308号101室,121.44716299999999,31.284583
1101,联华超市,,嘉定区,霍城路1725号,121.22653799999999,31.368881
1102,联华超市,,嘉定区,中泉路与恒飞路交叉口西北50米,121.15715800000001,31.362751
1103,联华超市,,浦东新区,川沙路5400附近,121.66654399999999,31.279897
1104,联华超市,,杨浦区,国定路38号,121.51616999999999,31.294040000000003
1105,联华超市,,宝山区,淞发路50号附近,121.48009499999999,31.339603999999998
1106,联华超市,,松江区,方塔路5号,121.24841,31.012240000000002
1107,联华超市,13524133611,徐汇区,大木桥路118号,121.461394,31.199858000000003
1108,联华超市,,浦东新区,行南公路南50米,121.580302,31.325265
1109,联华超市,17317455896,松江区,中山中路196弄58号,121.234066,31.008321999999996
1110,联华超市,,嘉定区,安亭镇东港路111号,121.218203,31.262495
1111,联华超市,,虹口区,虹口乍浦路342号,121.48695500000001,31.250162
1112,联华超市,,奉贤区,航塘公路1249附近,121.59665700000001,30.993821999999998
1113,联华超市,021-33559687,松江区,方松街道龙马路118弄103号,121.229597,31.05425
1114,快客便利店(歌林店),,静安区,万荣路73号,121.44925500000001,31.27021
1115,快客便利店(大杨),,浦东新区,南团公路3333号,121.74626200000002,30.962865999999998
1116,快客便利店(黄河路店),13042156578,黄浦区,黄河路283号承兴里沿街商铺,121.468577,31.236978000000004
1117,快客便利店(长寿路店),,静安区,余姚路328号-1层,121.437583,31.235359000000003
1118,快客便利店(志豪店),021-54703096,闵行区,安宁路357号,121.416278,31.014768
1119,快客便利店(剑川路店),,闵行区,剑川路90-1附近,121.42492800000001,31.027455
1120,快客便利店(思珍店),021-38722359,浦东新区,金湘路333号113室,121.61036899999999,31.254563
1121,快客便利店(华丰路店),021-58391918,浦东新区,华丰路13号(华丰路浦东南路),121.507728,31.192242999999998
1122,快客便利店,,松江区,泗陈公路388弄,121.270766,31.121311
1123,快客便利店,,闵行区,颛兴东路云部落大厦1313号快客便利店,121.417498,31.073622999999998
1124,快客便利店(顾新路),,宝山区,顾新路7号,121.39704099999999,31.348631
1125,快客便利店(景凤路店),021-56916587,静安区,景凤路226-228号,121.46264099999999,31.320376
1126,快客便利店(建峰店),021-58921175,浦东新区,新川路734号(川沙进贤路新川路),121.69211299999999,31.190996999999996
1127,快客便利店(敏敏店),021-33873008,宝山区,三泉路1890-2号,121.436605,31.332096000000003
1128,快客便利店(祁连欣苑东),,宝山区,聚丰园路470号(祁连欣苑东),121.377572,31.314411
1129,快客便利店(漕河泾店),13817011135,闵行区,東兰路258号-7,121.40120300000001,31.157543
1130,快客便利店(莲花路),15000728552,闵行区,莲花路1328号A-106,121.396371,31.157396999999996
1131,快客便利店(莘朱店),,闵行区,虹梅南路986-3,121.423456,31.124714
1132,快客便利店(丰华园店),,浦东新区,东方路3601号丰华园2号楼,121.510251,31.188111
1133,快客便利店(金豫路),021-50591025,浦东新区,金桥经济技术开发区金豫路100号,121.614088,31.255383000000002
1134,快客便利店(顾唐二店),021-20225193,浦东新区,顾唐路1900号客服中心底层餐厅,121.663774,31.228126
1135,快客便利店,13661797656,普陀区,长寿路822弄59号,121.42956399999998,31.235567
1136,快客便利店(普政店),021-62654639,普陀区,铜川路1321号底层101室(大渡河路1668号),121.395256,31.250543
1137,快客便利店(虬泾路),021-67635487,松江区,虬泾路76-2号,121.330389,31.134128000000004
1138,快客便利店(三铭杰座东),,松江区,松江工业区松卫北路888号,121.261556,31.018340000000002
1139,快客便利店(安桥店),13916263191,徐汇区,中山西路1698弄明园小安桥12号(近宜山路)大门口,121.42335600000001,31.185154999999998
1140,快客便利店(泰成商务楼西南),15000357942,徐汇区,沪闵路9502,121.43398799999999,31.165927000000003
1141,快客便利店(如飞店),,杨浦区,杨树浦路2290号,121.54861299999999,31.265376
1142,快客便利店(上海科雅国际大酒店南),,浦东新区,张杨北路5642号,121.57449799999999,31.345263
1143,快客便利店(新龙路店),13817586992,闵行区,新龙路1333弄万科七宝国际17号,121.33681599999998,31.151505
1144,快客便利店(松江环城路店),021-67830579,松江区,环城路515号玩酷商业广场F1层,121.25436,31.009802
1145,快客便利店(盛石店),021-33719175,宝山区,盛石路270号,121.41099399999999,31.457065999999998
1146,快客便利店,,宝山区,纬地路110号附近,121.403671,31.326615999999998
1147,快客(城中路店),13661982981,嘉定区,城中路197-12号附近,121.250001,31.379724
1148,快客便利店(虹莘路店),13816952118,闵行区,虹莘路2036号,121.38145,31.138661
1149,快客便利店(厚群店),021-51597129,闵行区,银春路1955弄121号,121.39334099999999,31.024635999999997
1150,快客便利店(紫藤路店),,闵行区,紫藤路238号-118室,121.364355,31.174108
1151,快客便利店,,闵行区,浦江郊野公园内,121.50241799999999,31.061171
1152,快客便利店,,浦东新区,川沙新镇川图路300号28栋101室,121.708257,31.154473
1153,快客便利店(台儿庄店),,浦东新区,新金桥路58号银东大厦1层,121.593324,31.246508000000002
1154,快客便利店(杨东店),,浦东新区,德州路213号,121.495787,31.168429999999997
1155,快客便利店,,浦东新区,曹路镇金海路2447号宝龙城市广场二期,121.65083999999999,31.265764
1156,快客便利店(草高支路),021-65879438,浦东新区,外高桥保税区草高支路1033号,121.567307,31.350336
1157,快客便利店(沪新店),021-50343371,浦东新区,五莲路440-1号,121.583897,31.271375
1158,快客便利店,,青浦区,尚泰路226号附近,121.237691,31.182236
1159,快客便利店(和珍店),021-65629583,杨浦区,本溪路151-4号,121.515336,31.276128999999997
1160,快客便利店(世博源店),021-31190212,浦东新区,上南路168号世博源1区1层108室,121.491879,31.186759000000002
1161,快客便利店,13917759808,浦东新区,秋雨路569号丽都璟庭小区,121.81574099999999,30.906271999999998
1162,快客便利店,021-61183279,浦东新区,老芦公路与芦安路交叉口西150米,121.85021499999999,30.865071
1163,快客便利店,,青浦区,赵重公路2777号附近,121.18513200000001,31.194592999999998
1164,快客便利店(碧江路),021-54750007,闵行区,碧江路321号附近,121.40276000000001,31.007357
1165,快客便利店,021-64833629,徐汇区,虹漕南路99弄,121.413601,31.163027000000003
1166,快客便利店(虹纺小区南),021-62614708,长宁区,虹古路377弄21-1号,121.389269,31.202613
1167,快客便利店,,黄浦区,福建中路213号,121.481293,31.23422
1168,快客便利店,021-34322736,闵行区,金汇南路225号(近虹泉路),121.37756999999999,31.17019
1169,快客便利店(梅陇五村南),,徐汇区,上中西路474,121.421976,31.133347999999998
1170,快客便利店(贵州路),,黄浦区,贵州路208号,121.475784,31.237589
1171,快客便利店(师大店),021-62450026,普陀区,中山北路3671弄1～633号华东师大一村,121.410123,31.225709000000002
1172,快客便利店,,浦东新区,川周公路4305号,121.58078400000001,31.120172999999998
1173,快客便利店(青杉路店),021-64498755,闵行区,虹井路288号乐虹坊精致生活广场F1,121.371633,31.176674
1174,快客便利店,,浦东新区,浙桥路277-3,121.60084499999999,31.252562
1175,快客(交通西路店),,普陀区,中山北路1226-1号,121.44676000000001,31.257263000000002
1176,快客便利店(语申店),021-34633723,闵行区,都市路1950号强劲都市生活广场,121.411926,31.058341
1177,快客便利店(高台店),021-59152729,嘉定区,高台路1216号(妇幼保健医院),121.246752,31.349834
1178,快客便利店(商学店),021-67105657,奉贤区,奉浦社区奉浦大道123号商学院内,121.45643799999999,30.940790999999997
1179,快客便利店(真光路),,普陀区,真光路1171号,121.38028999999999,31.241979999999998
1180,快客便利店(中艺花园东南),,宝山区,海江路122-1,121.499606,31.398599
1181,快客便利店(东川路店),021-54738200,闵行区,东川路800号63幢1层106室,121.431079,31.023291999999998
1182,快客便利店(国定东路店),,杨浦区,国定东路277号,121.520453,31.297618
1183,快客便利店,,普陀区,枣阳路251弄84号,121.40111200000001,31.234204
1184,快客便利店,021-67809208,松江区,叶榭镇车亭公路博伦市场1238号,121.31643000000001,30.955406
1185,快客便利店(航头路),15901905459,浦东新区,航头镇航头路1263号,121.58993000000001,31.031894
1186,快客便利店(大运店),021-65631109,杨浦区,中山北二路101-1号,121.51918899999998,31.285256
1187,快客便利店(南汇二店),021-68020852,浦东新区,学海路215号,121.78608799999999,31.051264
1188,联华快客(真源店),021-62066496,普陀区,真光路1327号,121.38171799999999,31.244753999999997
1189,快客便利店(城熙店),,浦东新区,外高桥保税区5号门希雅路330号1层B部位,121.61988400000001,31.320811
1190,快客便利店(黄山店),021-33776144,杨浦区,大连路852号(大连路周家嘴路),121.508343,31.263294000000002
1191,快客便利店(东方店),021-58754375,浦东新区,北园路138号1楼,121.522275,31.204588
1192,快客便利店(天宝华庭北),021-65214531,虹口区,四平路幸福村316号,121.498728,31.273691999999997
1193,快客便利店(长虎店),021-56754884,宝山区,长江西路1248号(长江西路虎林路),121.456979,31.337540999999998
1194,快客便利店(中山东二路),021-53072156,黄浦区,外滩街道居委,121.516006,31.21185
1195,快客便利店(宏明雅舍东南),021-64596683,闵行区,漕宝路1745,121.36990700000001,31.158306
1196,快客便利店(屹立家园东),021-56429749,宝山区,长临路1075,121.43445,31.326695
1197,快客便利店(城南路),,浦东新区,城南路374,121.702956,31.19203
1198,快客便利店(民星路),021-65574608,杨浦区,民星路538之2-3,121.53531799999999,31.311624
1199,快客便利店(清水颐园东),,嘉定区,裕民路1010号,121.238418,31.367973
1200,快客便利店(三铭小区东南),,虹口区,唐山路575,121.50589699999999,31.255544
1201,快客(凇良店),021-56141475,宝山区,长江路822号(长江路淞良路),121.48578899999998,31.347594
1202,快客便利店(顾北东路),021-36044236,宝山区,顾北东路502,121.40763000000001,31.357219
1203,快客(斜峰店),021-64864609,徐汇区,斜土路2526,121.44593400000001,31.189396000000002
1204,快客便利店(春申万科假日风畹町路100弄A南),021-54378836,闵行区,畹町路62-1,121.40296399999998,31.103919
1205,快客便利店(闵行区农业技术推广站西南),,闵行区,颛桥镇都会路1699号全方位科技园,121.42088600000001,31.059225
1206,快客(沪闵路店),021-54708186,闵行区,沪闵路55号,121.426484,31.000132
1207,快客便利店(绥化路),,宝山区,月浦镇,121.421874,31.420287
1208,快客便利店(新郁路),021-59199065,嘉定区,新郁路250,121.358833,31.244747999999998
1209,快客便利店(海燕新村南),021-58015597,浦东新区,南团公路105附近,121.76409199999999,31.038363
1210,快客便利店(明杨豪苑北),,虹口区,欧阳路270,121.48793700000002,31.268368
1211,快客便利店(罗秀路),,徐汇区,罗秀路1179,121.42293899999999,31.129385
1212,快客便利店(西环路),,闵行区,西环路357,121.36582,31.10835
1213,快客便利店(广中西路),,闸北区,广中西路919,121.43758999999999,31.275387
1214,快客便利店(贝宁之星超市),,闸北区,沪太路1200附近,121.42565900000001,31.278074
1215,快客便利店(中山北路),021-56081070,普陀区,中山北路1226-1,121.44676000000001,31.257263000000002
1216,快客便利店(华夏茗苑西南),021-64616916,闵行区,宝南路518,121.356779,31.150382
1217,快客便利店(静安恬园),,静安区,延平路523,121.436383,31.235219
1218,快客便利店(七莘路),021-54867918,闵行区,七莘路2592-2596,121.371119,31.11941
1219,快客便利店(华志路),,青浦区,华志路803,121.22532199999999,31.231196999999998
1220,快客便利店(苏召路),,闵行区,杜行镇,121.495652,31.053098
1221,快客便利店(上海市杨浦区市东医院南),021-65061729,杨浦区,国和路1308-1,121.537499,31.318234000000004
1222,快客(老沪闵路店),021-64253410,徐汇区,老沪闵路742号(近百色路),121.429222,31.142539000000003
1223,快客(金鼎店),,嘉定区,金鼎路1368号,121.375897,31.25825
1224,快客便利店(明申商务广场东北),021-33686729,徐汇区,漕宝路329-4,121.41264199999999,31.164640999999996
1225,快客便利店(民星社区卫生服务站东北),021-58365312,杨浦区,嫩江路820弄2-4,121.54241200000001,31.315291
1226,快客(武康店),,静安区,武宁南路247号,121.43413999999999,31.229258
1227,快客便利店(华山路),,长宁区,华山路1226附近,121.433167,31.210213
1228,快客便利店(马当路),021-63150273,黄浦区,马当路602,121.476009,31.210036
1229,快客(四川一店),,黄浦区,四川中路620号(近香港路),121.486379,31.242221
1230,快客(元凤店),15801781659,闵行区,程家桥路185-2,121.373502,31.187137
1231,快客(申滨店),021-34520696,闵行区,申滨路960号,121.308252,31.209759000000002
1232,快客(佳林路),021-50320222,浦东新区,金桥镇佳林路171号,121.608802,31.267808000000002
1233,快客便利店(制造局路),021-63120500,黄浦区,制造局路529,121.484867,31.203853000000002
